tipe laka lantas;jumlah korban luka berat;jumlah korban luka ringan;jumlah korban meninggal dunia;latitude;longititude;direction;tipe cahaya;cuaca;fungsi jalan;kelas jalan;geometri jalan;tipe jalan;kecepatan;jenis jalan;lokasi jalan;kecamatan;jenis luka ;age;jenis kelamin;jenis kendaraan;cluster;kategori
tabrakan depan - belakang;0;2;0;-7,246220259;112,4488262;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya desa klotok kecamatan balongpanggang kabupaten  gresik;balongpanggang;kecelakaan ringan;46-65;perempuan;sepeda angin;1;sedang
tabrakan depan - belakang;0;2;0;-7,246220259;112,4488262;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya desa klotok kecamatan balongpanggang kabupaten  gresik;balongpanggang;kecelakaan ringan;46-65;perempuan;sepeda angin;1;sedang
tabrakan depan - belakang;0;2;0;-7,246220259;112,4488262;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya desa klotok kecamatan balongpanggang kabupaten  gresik;balongpanggang;kecelakaan ringan;46-65;perempuan;sepeda angin;1;sedang
tabrakan depan - belakang;0;1;0;-6,989247733;112,5600946;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa mriyunan kecamatan sidayu kabupaten gresik;sidayu;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,188124275;112,6135045;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. kedanyang kec. kebomas kab. gresik;kebomas;kecelakaan ringan;<17;perempuan;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,055594571;112,5812571;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. sukorejo kec. bungah kab. gresik;bungah;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;1;0;0;-7,02103383;112,5684559;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. kemangi kec. bungah kab. gresik;bungah;kecelakaan berat;<17;laki-laki;mini truk;2;rendah
tabrakan depan - belakang;0;2;0;-7,163272491;112,6290293;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya dr. wahidin sudirohusodo  kel. randuagung kec. kebomas kab. gresik;kebomas;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,353808686;112,6029946;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. sumput kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;<17;perempuan;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;2;0;-7,114608058;112,5949296;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. manyarrejo kec. manyar kab. gresik;manyar;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-6,987902576;112,5021599;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. lasem kec. sidayu kab. gresik;sidayu;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;2;0;-6,90730752;112,4564192;timur (90°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. prupuh kec. panceng kab. gresik;panceng;kecelakaan ringan;<17;laki-laki;mini truk;1;sedang
tabrakan depan - belakang;0;1;0;-7,327704;112,5663035;selatan (180°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan propinsi;jalan raya desa kedamean kecamatan kedamean kabupaten gresik;kedamean;kecelakaan ringan;26-45;perempuan;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,02815713;112,5160376;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. mojopuro gede kec. bungah kab. gresik;bungah;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;1;0;-7,137962155;112,4915984;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);40;jalan nasional;jalan raya ds. glanggang kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;26-45;laki-laki;truk berat / tronton;1;sedang
tabrakan depan - belakang;0;1;0;-7,323298533;112,5393822;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. tanjung kec. kedamean kab. gresik;kedamean;kecelakaan ringan;26-45;laki-laki;mini bus;1;sedang
tabrakan depan - belakang;0;2;0;-7,365672768;112,6156135;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);60;jalan kota / kabupaten;jalan raya ds. driyorejo kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;0;1;-7,159771785;112,5303322;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. samirplapan kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan fatal;46-65;laki-laki;mini bus;1;sedang
tabrakan depan - belakang;0;2;0;-7,101425842;112,5904852;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds. manyarrejo kec. manyar kab. gresik;manyar;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,188438888;112,5773217;selatan (180°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan propinsi;jalan raya ds. banjarsari kec. cerme kab. gresik;cerme;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;1;1;0;-7,359657217;112,6498756;barat (270°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. bambe kec. driyorejo kab. gresik;driyorejo;kecelakaan berat;26-45;laki-laki;r2 (sepeda motor);2;rendah
tabrakan depan - belakang;0;2;0;-7,169905966;112,6502419;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);50;jalan kota / kabupaten;jalan raya r.a. kartini kel. sidomoro kec. kebomas kab. gresik;kebomas;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;1;0;0;-7,375196164;112,5868083;barat (270°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. krikilan kec. driyorejo kab. gresik;driyorejo;kecelakaan berat;<17;laki-laki;r2 (sepeda motor);2;rendah
tabrakan depan - belakang;0;4;0;-7,185851001;112,6106838;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan desa;jalan umum ds. kedanyang kec. kebomas kab. gresik;kebomas;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,263537103;112,4945306;barat (270°);gelap / sulit terlihat;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. bulurejo kec. benjeng kab. gresik;benjeng;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;1;0;0;-7,27116318;112,4428627;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. balongpanggang kec. balongpanggang kab. gresik;balongpanggang;kecelakaan berat;26-45;laki-laki;r2 (sepeda motor);2;rendah
tabrakan depan - belakang;0;1;0;-7,268610521;112,4422309;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. balongpanggang kec. balongpanggang kab. gresik;balongpanggang;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;2;0;-7,227158601;112,5642402;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. cerme lor kec. cerme kab. gresik;cerme;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;2;0;-7,227158601;112,5642402;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. cerme lor kec. cerme kab. gresik;cerme;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,379078165;112,5751016;utara (0°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. krikilan kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,165739704;112,5549548;barat (270°);gelap / sulit terlihat;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds. ambeng-ambeng kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,360363997;112,6529794;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan desa;jalan umum ds. bambe kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,009471525;112,5091052;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. dukun anyar kec. dukun kab. gresik;dukun;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;1;0;-7,324576267;112,5661981;utara (0°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. kedamean kec. kedamean kab. gresik;kedamean;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,236827418;112,5641983;utara (0°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds. cerme kidul kec. cerme kab. gresik;cerme;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;2;0;-6,977068986;112,5381451;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya desa golokan kecamatan sidayu kabupaten gresik;sidayu;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;1;0;-7,144211096;112,6155636;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);o (bundaran);2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan kalimantan gkb kel. yosowilangun kec. manyar kab. gresik;manyar;kecelakaan ringan;17-25;laki-laki;mini bus;0;tinggi
tabrakan depan - belakang;0;1;0;-6,98742348;112,5165273;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa lasem kecamatan sidayu kabupaten gresik;sidayu;kecelakaan ringan;<17;laki-laki;mini truk;1;sedang
tabrakan depan - belakang;0;1;0;-7,162888704;112,6317424;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya tri dharma kel. ngipik kec. gresik;gresik;kecelakaan ringan;26-45;laki-laki;mini bus;0;tinggi
tabrakan depan - belakang;0;1;0;-7,014834815;112,5675827;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. gumeng kec. bungah kab. gresik;bungah;kecelakaan ringan;<17;laki-laki;mini truk;0;tinggi
tabrakan depan - belakang;0;1;0;-6,978972862;112,5257747;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. sambipondok kec. sidayu kab. gresik;sidayu;kecelakaan ringan;<17;perempuan;mini truk;1;sedang
tabrakan depan - belakang;0;1;0;-7,167421805;112,6023681;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);50;jalan kota / kabupaten;jalan raya dr. wahidin sudirohusodo  ds. kembangan kec kebomas kab. gresik;kebomas;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,354864431;112,603059;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. sumput kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,11803594;112,597491;timur (90°);gelap / sulit terlihat;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds leran kec manyar  kab. gresik;manyar;kecelakaan ringan;46-65;laki-laki;mini bus;0;tinggi
tabrakan depan - belakang;0;1;0;-7,165043335;112,549609;timur (90°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. tebaloan kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;26-45;laki-laki;mini truk;0;tinggi
tabrakan depan - belakang;0;1;0;-7,365504023;112,6237411;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. driyorejo kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,355810519;112,5499596;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa banyuurip kecamatan kedamean kabupaten gresik;kedamean;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,132109671;112,4818342;timur (90°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);40;jalan nasional;jalan raya ds. pandanan kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;1;0;-7,278124562;112,5838596;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. hulaan kec. menganti kab. gresik;menganti;kecelakaan ringan;46-65;laki-laki;mini bus;0;tinggi
tabrakan depan - belakang;0;3;0;-7,190049855;112,5096586;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. jatirembe kec. benjeng kab. gresik;benjeng;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;3;0;-7,267735434;112,4487768;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. kedungpring kec. balongpanggang kab. gresik;balongpanggang;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;1;1;0;-7,232863474;112,565267;selatan (180°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. cerme kidul kec. cerme kab. gresik;cerme;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);2;rendah
tabrakan depan - belakang;1;1;0;-7,232863474;112,565267;selatan (180°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. cerme kidul kec. cerme kab. gresik;cerme;kecelakaan berat;26-45;laki-laki;r2 (sepeda motor);2;rendah
tabrakan depan - belakang;0;1;0;-7,226997284;112,5635334;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. cerme lor kec. cerme kab. gresik;cerme;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,369664641;112,5978034;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. driyorejo kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;nan;perempuan;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,402431286;112,5127804;timur (90°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. sumberrame kec. wringinanom kab. gresik;wringinanom;kecelakaan ringan;<17;perempuan;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;1;0;-7,390257009;112,5573135;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. sumengko kec. wringianom kab. gresik;wringinanom;kecelakaan ringan;46-65;laki-laki;mini truk;0;tinggi
tabrakan depan - belakang;0;1;0;-6,904452963;112,5004949;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. ngembo kec. ujungpangkah kab. gresik;ujungpangkah;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;1;0;-7,201719682;112,5745386;selatan (180°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. tambakberas kec. cerme kab. gresik;cerme;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;2;0;-7,294047532;112,5913445;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa menganti kecamatan menganti kabupaten gresik;menganti;kecelakaan ringan;26-45;perempuan;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;3;0;-7,343013505;112,6374884;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. petiken kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;2;0;-7,162919961;112,6272015;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya dr. wahidin sudirohusodo  kec. kebomas kab. gresik;kebomas;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,144356007;112,6298619;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. roomo kec. manyar kab. gresik;manyar;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,357057229;112,5581209;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. miru  kec. kedamean kab. gresik;kedamean;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,160670635;112,6218454;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);50;jalan kota / kabupaten;jalan raya dr. wahidin sudirohusodo  kel. randuagung kec. kebomas kab. gresik;kebomas;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,261163592;112,5040055;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. dermo kec. benjeng kab. gresik;benjeng;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);1;sedang
tabrakan depan - belakang;0;1;0;-7,372879322;112,5564364;barat (270°);terang / jelas;cerah;tol;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);60;jalan nasional;jalan toll sumo km. 727 ds. pasinan lemahputih kec. wringinanom kab. gresik;wringinanom;kecelakaan ringan;46-65;laki-laki;standar bus;0;tinggi
tabrakan depan - belakang;0;1;0;-7,31104271;112,5424294;selatan (180°);terang / jelas;cerah;tol;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/1 (2 lajur/1 arah);50;jalan nasional;jalan tol klbm km 11.600 jalur a desa belahanrejo kecamatan kedamean kabupaten gresik;kedamean;kecelakaan ringan;46-65;laki-laki;truk berat / tronton;0;tinggi
tabrakan depan - belakang;0;1;0;-7,360987134;112,640926;timur (90°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. cangkir kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan depan - belakang;0;1;0;-7,27131077;112,4428581;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. wates kec. balongpanggang kab. gresik;balongpanggang;kecelakaan ringan;26-45;perempuan;r2 (sepeda motor);1;sedang
