tipe laka lantas;jumlah korban luka berat;jumlah korban luka ringan;jumlah korban meninggal dunia;latitude;longititude;direction;tipe cahaya;cuaca;fungsi jalan;kelas jalan;geometri jalan;tipe jalan;kecepatan;jenis jalan;lokasi jalan;kecamatan;jenis luka ;age;jenis kelamin;jenis kendaraan;cluster;kategori
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,267596477;112,4499523;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. balongpanggang kec. balongpanggang kab. gresik;balongpanggang;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);1;sedang
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,292283728;112,5748174;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. sidojangkung kec. menganti kab. gresik;menganti;kecelakaan ringan;17-25;perempuan;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,052481533;112,5729385;utara (0°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds bungah kec bungah kab.gresik;bungah;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;2;0;-7,048512067;112,5615765;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. sukowati kec. bungah kab. gresik;bungah;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,138746174;112,6097253;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan kyai h. syafi'i ds. pongangan kec. manyar  kab. gresik;manyar;kecelakaan ringan;26-45;laki-laki;pick up;0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,166759153;112,6070204;barat (270°);gelap / sulit terlihat;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);40;jalan kota / kabupaten;jalan raya dr. wahidin sudirohusodo  kec. kebomas kab. gresik;kebomas;kecelakaan ringan;46-65;laki-laki;mini bus;0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;3;0;-7,324447391;112,6281644;timur (90°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya desa randegansari kecamatan driyorejo kabupaten gresik;driyorejo;kecelakaan ringan;17-25;perempuan;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;2;0;-6,96275703;112,4107252;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. wonokerto kec. dukun kab. gresik;dukun;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);1;sedang
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;2;0;-7,226156823;112,5524507;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. ngabetan kec. cerme kab. gresik;cerme;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;2;0;-6,986851421;112,5169789;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. lasem kec. sidayu kab. gresik;sidayu;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);1;sedang
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,179418211;112,6502329;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya veteran ds. singosari  kec. kebomas kab. gresik;kebomas;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-6,996925631;112,5639875;utara (0°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds. asempapak kec. sidayu kab. gresik;sidayu;kecelakaan ringan;17-25;perempuan;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;2;0;-7,182639147;112,6060564;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan desa;jalan umum ds. kedanyang kec. kebomas kab. gresik;kebomas;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,380461551;112,5753529;barat (270°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan propinsi;jalan raya legundi ds. krikilan kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;46-65;perempuan;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,159862191;112,5304936;timur (90°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 tb (4 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds. samirplapan kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);1;sedang
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,132056764;112,5967056;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. peganden kec. manyar kab. gresik;manyar;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;5;0;-5,849348399;112,6577894;utara (0°);gelap / sulit terlihat;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya desa kotakusuma kecamatan sangkapura kabupaten gresik;sangkapura;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-6,982099948;112,5211849;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. kertosono kec. sidayu kab. gresik;sidayu;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);1;sedang
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,170299732;112,5692973;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);40;jalan nasional;jalan raya ds. ambeng-ambeng kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;26-45;laki-laki;mini truk;0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;2;0;-7,292522034;112,5763157;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa menganti kecamatan menganti kabupaten gresik;menganti;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,228862346;112,5680931;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds.cerme lor kec cerme kab. gresik;cerme;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;2;0;-7,259805344;112,5081528;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa dermo kecamatan benjeng kabupaten gresik;benjeng;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);1;sedang
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;1;0;-7,028846935;112,5174994;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa mojopurogede kecamatan bungah kabupaten gresik;bungah;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);1;sedang
tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan;0;2;0;-7,091881864;112,5841349;utara (0°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya desa banyuwangi kecamatan manyar kabupaten gresik;manyar;kecelakaan ringan;17-25;perempuan;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;1;0;0;-7,396776784;112,5247165;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya desa wringinanom kecamatan wringinanom kabupaten gresik;wringinanom;kecelakaan berat;<17;laki-laki;r2 (sepeda motor);2;rendah
tabrakan saat menyalip dari kanan;0;2;0;-6,967307104;112,4312975;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. petiyen tunggal  kec. dukun kab. gresik;dukun;kecelakaan ringan;17-25;laki-laki;r2 (sepeda motor);1;sedang
tabrakan saat menyalip dari kanan;0;1;0;-7,348405305;112,6165184;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa tenaru kecamatan driyorejo kabupaten gresik;driyorejo;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,290722548;112,566014;timur (90°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan propinsi;jalan raya ds. bringkang kec. menganti kab. gresik;menganti;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,245980185;112,5827471;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. hendrosari kec. menganti kab. gresik;menganti;kecelakaan ringan;26-45;perempuan;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,153520494;112,5189206;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;4/2 b (4 lajur/2 arah dengan batas median);50;jalan nasional;jalan raya ds. duduksampeyan kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan ringan;46-65;perempuan;sepeda listrik;1;sedang
tabrakan saat menyalip dari kanan;1;0;0;-7,107954242;112,5918894;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan nasional;jalan raya ds. manyarsidomukti kec. manyar kab. gresik;manyar;kecelakaan berat;17-25;laki-laki;r2 (sepeda motor);2;rendah
tabrakan saat menyalip dari kanan;0;2;0;-7,251240354;112,5684299;barat (270°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. boboh kec. menganti kab. gresik;menganti;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;2;0;-7,335922032;112,6310882;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds petiken kec driyorejo kab.gresik;driyorejo;kecelakaan ringan;46-65;laki-laki;mini bus;0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,301850194;112,5906183;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa hulaan kecamatan menganti kabupaten gresik;menganti;kecelakaan ringan;<17;perempuan;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;2;0;-7,160750007;112,622073;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya dr. wahidin sudirohusodo  kel. randuagung kec. kebomas kab. gresik;kebomas;kecelakaan ringan;<17;perempuan;r3 (bentor / bajaj / bemo);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,226084741;112,5520869;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. ngabetan kec. cerme kab. gresik;cerme;kecelakaan ringan;<17;perempuan;pick up;0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,277963545;112,5816199;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. pelemwatu kec. menganti kab. gresik;menganti;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;1;2;0;-6,97844847;112,540698;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. golokan kec. sidayu kab. gresik;sidayu;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);2;rendah
tabrakan saat menyalip dari kanan;1;0;0;-7,156851253;112,5248901;barat (270°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya desa samirplapan kecamatan duduksampeyan kabupaten gresik;duduk sampeyan;kecelakaan berat;<17;laki-laki;mini truk;2;rendah
tabrakan saat menyalip dari kanan;0;1;0;-7,170797441;112,6326022;utara (0°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya sunan giri kec kebomas kab. gresik;kebomas;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;1;0;0;-7,135157543;112,6159087;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. sukomulyo kec. manyar kab. gresik;manyar;kecelakaan fatal;nan;laki-laki;sepeda angin;2;rendah
tabrakan saat menyalip dari kanan;0;1;0;-7,108663262;112,5918796;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. manyarsidomukti kec. manyar kab. gresik;manyar;kecelakaan ringan;26-45;laki-laki;mini truk;0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,29390272;112,5892191;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. menganti kec. menganti kab. gresik;menganti;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;1;0;0;-7,149345524;112,5111805;timur (90°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. setrohadi kec. duduksampeyan kab. gresik;duduk sampeyan;kecelakaan berat;<17;laki-laki;mini truk;2;rendah
tabrakan saat menyalip dari kanan;0;1;0;-7,184171716;112,6079945;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa kedanyang kecamatan kebomas kabupaten gresik;kebomas;kecelakaan ringan;46-65;perempuan;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,13554416;112,59519;barat (270°);terang / jelas;cerah;lokal / lingkungan;iii (jalan kecil utk max beban 8 ton & 9 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan desa;jalan umum ds. peganden kec. manyar kab. gresik;manyar;kecelakaan ringan;46-65;laki-laki;pick up;0;tinggi
tabrakan saat menyalip dari kanan;0;2;0;-7,345898405;112,5682417;utara (0°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);60;jalan propinsi;jalan raya desa karangandong kecamatan driyorejo kabupaten gresik;driyorejo;kecelakaan ringan;<17;perempuan;mini bus;0;tinggi
tabrakan saat menyalip dari kanan;0;1;1;-7,347537421;112,6293987;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya desa tenaru kecamatan driyorejo kabupaten gresik;driyorejo;kecelakaan fatal;26-45;laki-laki;trailer 20 feet;0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-6,915057814;112,4560335;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya desa prupuh kecamatan panceng kabupaten gresik;panceng;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);1;sedang
tabrakan saat menyalip dari kanan;0;1;0;-7,326041744;112,5765711;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan desa;jalan umum ds. ngepung kec. kedamean kab. gresik;kedamean;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;1;0;0;-7,257989135;112,5676424;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan nasional;jalan raya ds. putat lor kec. menganti kab. gresik;menganti;kecelakaan berat;46-65;laki-laki;r2 (sepeda motor);2;rendah
tabrakan saat menyalip dari kanan;0;1;0;-7,246705915;112,5807039;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. hendrosari kec. menganti kab. gresik;menganti;kecelakaan ringan;46-65;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-6,963810419;112,4153261;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. lowayu kec dukun kab. gresik;dukun;kecelakaan ringan;26-45;perempuan;r2 (sepeda motor);1;sedang
tabrakan saat menyalip dari kanan;0;1;0;-7,296859187;112,6020706;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. sidowungu kec. menganti kab. gresik;menganti;kecelakaan ringan;46-65;perempuan;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,072469322;112,5611538;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan kota / kabupaten;jalan raya ds. gumeno kec. manyar kab. gresik;manyar;kecelakaan ringan;26-45;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,33922131;112,6302058;selatan (180°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. petiken kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;26-45;perempuan;jeep ( suv );0;tinggi
tabrakan saat menyalip dari kanan;0;2;0;-7,167048218;112,6424673;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ra kartini kel. sidomoro kec. kebomas kab. gresik;kebomas;kecelakaan ringan;<17;perempuan;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;2;0;-7,223254808;112,5264912;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. kandangan kec. cerme kab. gresik;cerme;kecelakaan ringan;26-45;laki-laki;mini bus;1;sedang
tabrakan saat menyalip dari kanan;0;1;0;-7,269773212;112,4294374;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. kedungsumber kec. balongpanggang kab. gresik;balongpanggang;kecelakaan ringan;26-45;laki-laki;pick up;1;sedang
tabrakan saat menyalip dari kanan;0;1;0;-7,365584792;112,6158573;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan raya ds. driyorejo kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;<17;laki-laki;mini truk;0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,29094032;112,567371;timur (90°);gelap / sulit terlihat;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan propinsi;jalan raya desa bringkang kecamatan menganti kabupaten gresik;menganti;kecelakaan ringan;nan;laki-laki;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,260900655;112,567417;utara (0°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);50;jalan propinsi;jalan raya ds. putat lor kec. menganti kab. gresik;menganti;kecelakaan ringan;17-25;laki-laki;trailer 20 feet;0;tinggi
tabrakan saat menyalip dari kanan;0;2;0;-7,027288176;112,5692279;selatan (180°);terang / jelas;cerah;arteri;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);60;jalan nasional;jalan raya ds. kemangi kec. bungah kab. gresik;bungah;kecelakaan ringan;26-45;perempuan;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,346326192;112,5683355;utara (0°);terang / jelas;cerah;kolektor;i (jalan besar utk beban 10 ton & max 18 m panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);60;jalan propinsi;jalan raya ds. karangandong kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;17-25;laki-laki;trailer 20 feet;0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,359767809;112,6516903;timur (90°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan desa;jalan umum ds. bambe kec. driyorejo kab. gresik;driyorejo;kecelakaan ringan;26-45;perempuan;r2 (sepeda motor);0;tinggi
tabrakan saat menyalip dari kanan;0;1;0;-7,167587206;112,652328;barat (270°);terang / jelas;cerah;lokal / lingkungan;ii (jalan sedang utk beban s/d 10 ton & 12m  panjang ran);lurus;2/2 tb (2 lajur/2 arah tanpa batas median);40;jalan kota / kabupaten;jalan arif rahman hakim kel. gapurosukolilo kec. gresik;gresik;kecelakaan ringan;<17;laki-laki;r2 (sepeda motor);0;tinggi
