Tipe Laka Lantas;Jumlah Korban Luka Berat;Jumlah Korban Luka Ringan;Jumlah Korban Meninggal Dunia;latitude;longititude;Direction;Tipe Cahaya;Cuaca;Fungsi Jalan;Kelas Jalan;Geometri Jalan;Tipe Jalan;Kecepatan;Jenis Jalan;Lokasi Jalan;Kecamatan;Jenis Luka ;Age;jenis kelamin;jenis kendaraan
Tabrakan depan - belakang;0;2;0;-7,246220259;112,4488262;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Desa Klotok Kecamatan Balongpanggang Kabupaten  Gresik;Balongpanggang;Kecelakaan Ringan ;46-65;Perempuan;Sepeda Angin
Tabrakan depan - belakang;0;2;0;-7,246220259;112,4488262;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Desa Klotok Kecamatan Balongpanggang Kabupaten  Gresik;Balongpanggang;Kecelakaan Ringan ;46-65;Perempuan;Sepeda Angin
Tabrakan depan - belakang;0;2;0;-7,246220259;112,4488262;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Desa Klotok Kecamatan Balongpanggang Kabupaten  Gresik;Balongpanggang;Kecelakaan Ringan ;46-65;Perempuan;Sepeda Angin
Tabrakan depan - belakang;0;1;0;-6,989247733;112,5600946;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Mriyunan Kecamatan Sidayu Kabupaten Gresik;Sidayu;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,188124275;112,6135045;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kedanyang Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;<17;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,055594571;112,5812571;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Sukorejo Kec. Bungah Kab. Gresik;Bungah;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;1;0;0;-7,02103383;112,5684559;Selatan (180°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Kemangi Kec. Bungah Kab. Gresik;Bungah;Kecelakaan Berat ;<17;Laki-laki;Mini Truk
Tabrakan depan - belakang;0;2;0;-7,163272491;112,6290293;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Dr. Wahidin Sudirohusodo  Kel. Randuagung Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,353808686;112,6029946;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Sumput Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;<17;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;2;0;-7,114608058;112,5949296;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Manyarrejo Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-6,987902576;112,5021599;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Lasem Kec. Sidayu Kab. Gresik;Sidayu;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;2;0;-6,90730752;112,4564192;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Prupuh Kec. Panceng Kab. Gresik;Panceng;Kecelakaan Ringan ;<17;Laki-laki;Mini Truk
Tabrakan depan - belakang;0;1;0;-7,327704;112,5663035;Selatan (180°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Jalan Raya Desa Kedamean Kecamatan Kedamean Kabupaten Gresik;Kedamean;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,02815713;112,5160376;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Mojopuro Gede Kec. Bungah Kab. Gresik;Bungah;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,137962155;112,4915984;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);40;Jalan Nasional;Jalan Raya Ds. Glanggang Kec. Duduksampeyan Kab. Gresik;Duduk Sampeyan;Kecelakaan Ringan ;26-45;Laki-laki;Truk Berat / Tronton
Tabrakan depan - belakang;0;1;0;-7,323298533;112,5393822;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Tanjung Kec. Kedamean Kab. Gresik;Kedamean;Kecelakaan Ringan ;26-45;Laki-laki;Mini Bus
Tabrakan depan - belakang;0;2;0;-7,365672768;112,6156135;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);60;Jalan Kota / Kabupaten;Jalan Raya Ds. Driyorejo Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;0;1;-7,159771785;112,5303322;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Samirplapan Kec. Duduksampeyan Kab. Gresik;Duduk Sampeyan;Kecelakaan Fatal ;46-65;Laki-laki;Mini Bus
Tabrakan depan - belakang;0;2;0;-7,101425842;112,5904852;Selatan (180°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Ds. Manyarrejo Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,188438888;112,5773217;Selatan (180°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Jalan Raya Ds. Banjarsari Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;1;1;0;-7,359657217;112,6498756;Barat (270°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Bambe Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Berat ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;2;0;-7,169905966;112,6502419;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya R.A. Kartini Kel. Sidomoro Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;1;0;0;-7,375196164;112,5868083;Barat (270°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Krikilan Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Berat ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;4;0;-7,185851001;112,6106838;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Ds. Kedanyang Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,263537103;112,4945306;Barat (270°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Bulurejo Kec. Benjeng Kab. Gresik;Benjeng;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;1;0;0;-7,27116318;112,4428627;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Balongpanggang Kec. Balongpanggang Kab. Gresik;Balongpanggang;Kecelakaan Berat ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,268610521;112,4422309;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Balongpanggang Kec. Balongpanggang Kab. Gresik;Balongpanggang;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;2;0;-7,227158601;112,5642402;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Cerme Lor Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;2;0;-7,227158601;112,5642402;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Cerme Lor Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,379078165;112,5751016;Utara (0°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Krikilan Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,165739704;112,5549548;Barat (270°);Gelap / Sulit Terlihat;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Ds. Ambeng-ambeng Kec. Duduksampeyan Kab. Gresik;Duduk Sampeyan;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,360363997;112,6529794;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Ds. Bambe Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,009471525;112,5091052;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Dukun Anyar Kec. Dukun Kab. Gresik;Dukun;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,324576267;112,5661981;Utara (0°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Kedamean Kec. Kedamean Kab. Gresik;Kedamean;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,236827418;112,5641983;Utara (0°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Ds. Cerme Kidul Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;2;0;-6,977068986;112,5381451;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Desa Golokan Kecamatan Sidayu Kabupaten Gresik;Sidayu;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,144211096;112,6155636;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);O (Bundaran);2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Kalimantan GKB Kel. Yosowilangun Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;17-25;Laki-laki;Mini Bus
Tabrakan depan - belakang;0;1;0;-6,98742348;112,5165273;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Lasem Kecamatan Sidayu Kabupaten Gresik;Sidayu;Kecelakaan Ringan ;<17;Laki-laki;Mini Truk
Tabrakan depan - belakang;0;1;0;-7,162888704;112,6317424;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Tri Dharma Kel. Ngipik Kec. Gresik;Gresik;Kecelakaan Ringan ;26-45;Laki-laki;Mini Bus
Tabrakan depan - belakang;0;1;0;-7,014834815;112,5675827;Selatan (180°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Gumeng Kec. Bungah Kab. Gresik;Bungah;Kecelakaan Ringan ;<17;Laki-laki;Mini Truk
Tabrakan depan - belakang;0;1;0;-6,978972862;112,5257747;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Sambipondok Kec. Sidayu Kab. Gresik;Sidayu;Kecelakaan Ringan ;<17;Perempuan;Mini Truk
Tabrakan depan - belakang;0;1;0;-7,167421805;112,6023681;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Dr. Wahidin Sudirohusodo  Ds. Kembangan Kec Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,354864431;112,603059;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Sumput Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,11803594;112,597491;Timur (90°);Gelap / Sulit Terlihat;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds Leran Kec Manyar  Kab. Gresik;Manyar;Kecelakaan Ringan ;46-65;Laki-laki;Mini Bus
Tabrakan depan - belakang;0;1;0;-7,165043335;112,549609;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Tebaloan Kec. Duduksampeyan Kab. Gresik;Duduk Sampeyan;Kecelakaan Ringan ;26-45;Laki-laki;Mini Truk
Tabrakan depan - belakang;0;1;0;-7,365504023;112,6237411;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Driyorejo Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,355810519;112,5499596;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Banyuurip Kecamatan Kedamean Kabupaten Gresik;Kedamean;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,132109671;112,4818342;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);40;Jalan Nasional;Jalan Raya Ds. Pandanan Kec. Duduksampeyan Kab. Gresik;Duduk Sampeyan;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,278124562;112,5838596;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Hulaan Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;46-65;Laki-laki;Mini Bus
Tabrakan depan - belakang;0;3;0;-7,190049855;112,5096586;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Jatirembe Kec. Benjeng Kab. Gresik;Benjeng;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;3;0;-7,267735434;112,4487768;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Kedungpring Kec. Balongpanggang Kab. Gresik;Balongpanggang;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;1;1;0;-7,232863474;112,565267;Selatan (180°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Cerme Kidul Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;1;1;0;-7,232863474;112,565267;Selatan (180°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Cerme Kidul Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Berat ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,226997284;112,5635334;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Cerme Lor Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,369664641;112,5978034;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Driyorejo Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan;;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,402431286;112,5127804;Timur (90°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Sumberrame Kec. Wringinanom Kab. Gresik;Wringinanom;Kecelakaan Ringan ;<17;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,390257009;112,5573135;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Sumengko Kec. Wringianom Kab. Gresik;Wringinanom;Kecelakaan Ringan ;46-65;Laki-laki;Mini Truk
Tabrakan depan - belakang;0;1;0;-6,904452963;112,5004949;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Ngembo Kec. Ujungpangkah Kab. Gresik;Ujungpangkah;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;1;0;-7,201719682;112,5745386;Selatan (180°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Tambakberas Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;2;0;-7,294047532;112,5913445;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Menganti Kecamatan Menganti Kabupaten Gresik;Menganti;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - belakang;0;3;0;-7,343013505;112,6374884;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Petiken Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
