Tipe Laka Lantas;Jumlah Korban Luka Berat;Jumlah Korban Luka Ringan;Jumlah Korban Meninggal Dunia;latitude;longititude;Direction;Tipe Cahaya;Cuaca;Fungsi Jalan;Kelas Jalan;Geometri Jalan;Tipe Jalan;Kecepatan;Jenis Jalan;Lokasi Jalan;Kecamatan;Jenis Luka ;Age;jenis kelamin;jenis kendaraan
Tabrakan depan - depan;0;1;0;-7,301353253;112,6173062;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Laban Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;26-45;Laki-laki;R3 (Bentor / Bajaj / Bemo)
Tabrakan depan - depan;0;2;0;-7,319185975;112,6338121;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Desa Randegansari Kecamatan Driyorejo Kabupaten Gresik;Driyorejo;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,319658521;112,6337951;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Randegansari Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;26-45;Laki-laki;Mini Bus
Tabrakan depan - depan;0;1;0;-7,323690615;112,4981931;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Umum Ds. Sidoraharjo Kec. Kedamean Kab. Gresik;Kedamean;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;2;1;-7,406214393;112,5017916;Barat (270°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Kedunganyar Kec. Wringinanom Kab. Gresik;Wringinanom;Kecelakaan Fatal;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;1;0;0;-7,190513761;112,623747;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Mayjend Sungkono Kel. Gulomantung Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Berat ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;2;0;-7,185220082;112,5774257;Utara (0°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Jalan Raya Ds. Banjarsari Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,170933747;112,5116069;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Sumengko Kec. Duduksampeyan Kab. Gresik;Duduk Sampeyan;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;4;0;-7,000496455;112,5086619;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Sembunganyar Kec. Dukun Kab. Gresik;Dukun;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;3;0;-7,244796715;112,5819824;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Ds. Hendrosari Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;17-25;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-6,896366208;112,4649155;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Ds. Dalegan Kec. Panceng Kab. Gresik;Panceng;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;2;0;-7,100431506;112,5906012;Barat (270°);Gelap / Sulit Terlihat;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Ds. Manyarejo Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,007072684;112,5131787;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Sembungan Kidul Kec. Dukun Kab. Gresik;Dukun;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,400632779;112,4980943;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Kedunganyar Kecamatan Wringinanom Kabupaten Gresik;Wringinanom;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,125524474;112,5991902;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Umum Ds. Peganden Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,240061611;112,5971318;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kepatihan Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,401240506;112,4980443;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Ds. Kedunganyar Kec. Wringinanom Kab. Gresik;Wringinanom;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,235621511;112,4504509;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Tikungan;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Pinggir Kec. Balongpanggang Kab. Gresik;Balongpanggang;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,220689351;112,5697124;Utara (0°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Ds. Cerme Lor Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;1;0;0;-7,343036117;112,63736;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Petiken Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Berat ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,181251537;112,6210174;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Sekarkurung  Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;3;0;-7,185748097;112,6105109;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kedanyang Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-5,844374186;112,671712;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Sungairujing Kecamatan Sangkapura Kabupaten Gresik;Sangkapura;Kecelakaan Ringan ;46-65;Laki-laki;Pick up
Tabrakan depan - depan;0;2;0;-7,370177735;112,5910128;Barat (270°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Jalan Raya Ds. Krikilan Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;1;1;0;-7,258942682;112,5107477;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Dadapkuning Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan;;Perempuan ;R2 (Sepeda Motor)
Tabrakan depan - depan;2;1;0;-7,229391656;112,5002716;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Medangan Kec. Benjeng Kab. Gresik;Benjeng;Kecelakaan Berat ;;Perempuan ;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-6,939125467;112,5546853;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Desa;Jalan Umum Ds. Karangrejo Kec. Ujungpangkah Kab. Gresik;Ujungpangkah;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,257238692;112,5164358;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Dadapkuning Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;1;0;0;-7,377906714;112,5838759;Barat (270°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Krikilan Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Berat ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,044715559;112,5527481;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Masangan Kec. Bungah Kab. Gresik;Bungah;Kecelakaan Ringan ;<17;Laki-laki;R3 (Bentor / Bajaj / Bemo)
Tabrakan depan - depan;0;2;0;-7,390641701;112,5559624;Timur (90°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Propinsi;Jalan Raya Ds. Sumengko Kec. Wringinanom Kab. Gresik;Wringinanom;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-6,977968495;112,5273146;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Sambipondok Kecamatan Sidayu Kabupaten Gresik;Sidayu;Kecelakaan Ringan ;<17;Laki-laki;Mini Bus
Tabrakan depan - depan;0;2;0;-6,950263108;112,4966571;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Ds. Wotan Kec. Panceng Kab. Gresik;Panceng;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,133507707;112,6140518;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Sukomulyo Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;5;0;-7,164858785;112,5483071;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;4/2 B (4 Lajur/2 Arah dengan Batas Median);40;Jalan Nasional;Jalan Raya Desa Tebaloan Kecamatan Duduksampeyan Kabupaten Gresik;Duduk Sampeyan;Kecelakaan Ringan ;17-25;Laki-laki;Mini Bus
Tabrakan depan - depan;0;3;0;-7,223362601;112,5280669;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kandangan Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;2;0;-7,287871178;112,5855309;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Hulaan Kec. Menganti Kab. Gresik;Menganti;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;1;0;0;-6,948583237;112,4949671;Barat (270°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Dendeals Ds. Wotan kec. Panceng Kab. Gresik;Panceng;Kecelakaan Berat ;<17;Laki-laki;Mini Truk
Tabrakan depan - depan;0;4;0;-7,191809455;112,6452554;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Mayjend Sungkono Kel. Segoro Madu Kec. Kebomas Kab. Gresik;Kebomas;Kecelakaan Ringan ;17-25;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - depan;1;0;0;-7,324358776;112,627038;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Randegansari Kec. Driyorejo Kab. Gresik;Driyorejo;Kecelakaan Berat ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;3;0;-7,378942888;112,5273455;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Desa Sembung Kecamatan Wringinanom Kabupaten Gresik;Wringinanom;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;0;1;-7,090590463;112,5700518;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Betoyoguci Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Fatal ;<17;Laki-laki;Mini Truk
Tabrakan depan - depan;0;1;0;-7,165051207;112,5497231;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Ds. Tebaloan Kec. Duduksampeyan Kab. Gresik;Duduk Sampeyan;Kecelakaan Ringan ;26-45;Laki-laki;Mini Bus
Tabrakan depan - depan;0;1;0;-7,073637534;112,5740661;Selatan (180°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Nasional;Jalan Raya Ds. Sembayat Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;1;0;0;-6,925944339;112,4664859;Timur (90°);Terang / Jelas;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Desa Surowiti Kecamatan Panceng Kabupaten Gresik;Panceng;Kecelakaan Berat ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;3;0;-7,393752822;112,5416203;Timur (90°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Lebaniwaras Kec. Wringinanom Kab. Gresik;Wringinanom;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-6,89839759;112,4639921;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Desa;Jalan umum Ds. Dalegan Kec. Panceng Kab. Gresik;Panceng;Kecelakaan Ringan ;17-25;Laki-laki;R3 (Bentor / Bajaj / Bemo)
Tabrakan depan - depan;1;1;0;-7,251239882;112,5646467;Barat (270°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Desa Boboh Kecamatan Menganti Kabupaten Gresik;Menganti;Kecelakaan Berat ;;Laki-laki;Truck
Tabrakan depan - depan;0;5;1;-7,391809062;112,5514892;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Ds. Sumengko Kec. Wringinanom Kab. Gresik;Wringinanom;Kecelakaan Fatal ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,290803815;112,568771;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Desa Sidojangkung Kecamatan Menganti Kabupaten Gresik;Menganti;Kecelakaan Ringan ;<17;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;1;0;0;-7,232469692;112,4538207;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Kota / Kabupaten;Jalan Raya Desa Ngasin Kecamatan Balongpanggang Kabupaten Gresik;Balongpanggang;Kecelakaan Berat ;17-25;Laki-laki;Mobil Tangki
Tabrakan depan - depan;0;4;0;-6,968509716;112,4434477;Barat (270°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Desa Tebuwung Kecamatan Dukun Kabupaten Gresik;Dukun;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,089369585;112,5716031;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Betoyo Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,203965933;112,5739747;Selatan (180°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Tambak beras Kec. Cerme Kab. Gresik;Cerme;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;1;2;0;-7,390613772;112,5560824;Barat (270°);Terang / Jelas;Cerah;Kolektor;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);50;Jalan Propinsi;Jalan Raya Ds. Sumengko Kec. Wringinanom Kab. Gresik;Wringinanom;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;2;0;-7,325970086;112,5670508;Timur (90°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Kedamean Kec. Kedamean Kab. Gresik;Kedamean;Kecelakaan Ringan ;17-25;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;2;0;-7,199209327;112,5751494;Utara (0°);Gelap / Sulit Terlihat;Cerah;Arteri;I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Nasional;Jalan Raya Desa Tambakberas Kecamatan Cerme Kabupaten Gresik;Cerme;Kecelakaan Ringan ;46-65;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;5;0;-6,902394652;112,4851714;Timur (90°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Campurejo Kec. Panceng Kab. Gresik;Panceng;Kecelakaan Ringan ;26-45;Perempuan;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,3942883;112,5148904;Selatan (180°);Gelap / Sulit Terlihat;Cerah;Lokal / Lingkungan;III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Desa;Jalan Umum Ds. Sumberrame Kec. Wringinanom Kab. Gresik;Wringinanom;Kecelakaan Ringan ;26-45;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,154886293;112,6499409;Selatan (180°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Usman Sadar Ds. Kemuteran Kec. Gresik;Gresik;Kecelakaan Ringan;;Laki-laki;R2 (Sepeda Motor)
Tabrakan depan - depan;0;1;0;-7,143281247;112,6020985;Utara (0°);Terang / Jelas;Cerah;Lokal / Lingkungan;II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran);Lurus;2/2 TB (2 Lajur/2 Arah Tanpa Batas Median);40;Jalan Kota / Kabupaten;Jalan Raya Ds. Suci Kec. Manyar Kab. Gresik;Manyar;Kecelakaan Ringan ;<17;Perempuan;R2 (Sepeda Motor)
